id,transdate,description,amount,category,accountname,
8029,25-Oct-14,,-14.51,Groceries,US CREDIT CARD,
8030,26-Oct-14,,-12.16,Coffee Shops,US CREDIT CARD,
8031,26-Oct-14,,-34.04,Alcohol & Bars,US CREDIT CARD,
8032,26-Oct-14,,-2.82,Coffee Shops,US CREDIT CARD,
8033,26-Oct-14,,-2.46,Coffee Shops,US CREDIT CARD,
8034,26-Oct-14,,-4.4,Groceries,US CHECKING 2,
8035,26-Oct-14,,-11.83,Movies & DVDs,US CHECKING 2,
8036,27-Oct-14,,68.49,Transfer,US SAVINGS,
8037,27-Oct-14,,-3.73,Alcohol & Bars,US CREDIT CARD,
8038,27-Oct-14,,-54.18,Alcohol & Bars,US CREDIT CARD,
8039,27-Oct-14,,921.22,Income,US CHECKING 2,
8040,27-Oct-14,,-52.35,Groceries,US CHECKING 2,
8041,28-Oct-14,,733.86,Transfer,US CHECKING 2,
8042,28-Oct-14,,-13.16,Coffee Shops,US CREDIT CARD,
8043,28-Oct-14,,-23.36,Groceries,US CREDIT CARD,
8044,28-Oct-14,,-21.6,Alcohol & Bars,US CREDIT CARD,
8045,28-Oct-14,,-24.3,Alcohol & Bars,US CREDIT CARD,
8046,28-Oct-14,,-30.78,Alcohol & Bars,US CREDIT CARD,
8047,28-Oct-14,,-14.94,Clothing,US CHECKING 2,
8048,28-Oct-14,,-10.46,Shipping,US CHECKING 2,
8049,29-Oct-14,,2006.1,Paycheck,US CHECKING,
8050,29-Oct-14,,-6.87,Groceries,US CREDIT CARD,
8051,29-Oct-14,,42.13,Clothing,US CHECKING 2,
8052,30-Oct-14,,-4.34,Personal Care,US CREDIT CARD,
8053,30-Oct-14,,-16.52,Coffee Shops,US CREDIT CARD,
8054,30-Oct-14,,27.71,Shopping,US CHECKING 2,
8055,31-Oct-14,,-23.56,Restaurants,US CREDIT CARD,
8056,31-Oct-14,,-18.77,Alcohol & Bars,US CREDIT CARD,
8057,31-Oct-14,,-25.27,Restaurants,US CREDIT CARD,
8058,31-Oct-14,,0.15,Interest Income,US SAVINGS,
8059,31-Oct-14,,194.76,Credit Card Payment,US CREDIT CARD 2,
8060,31-Oct-14,,-4.47,Uncategorized,US CHECKING 2,
8061,1-Nov-14,,-22.17,Restaurants,US CREDIT CARD,
8062,1-Nov-14,,-13.21,Coffee Shops,US CREDIT CARD,
8063,1-Nov-14,,-100.43,Restaurants,US CREDIT CARD,
8064,1-Nov-14,,-58.23,Restaurants,US CREDIT CARD,
8065,1-Nov-14,,-9.59,Coffee Shops,US CREDIT CARD,
8066,1-Nov-14,,-76.2,Restaurants,US CREDIT CARD,
8067,1-Nov-14,,-10.8,Fees & Charges,US CREDIT CARD 2,
8068,1-Nov-14,,-5.4,Fast Food,US CHECKING 2,
8069,1-Nov-14,,-2325,Hide from Budgets & Trends,US CHECKING 2,
8070,1-Nov-14,,75.58,Transfer,US CHECKING 2,
8071,2-Nov-14,,-4.87,Coffee Shops,US CREDIT CARD,
8072,2-Nov-14,,-30.6,Restaurants,US CREDIT CARD,
8073,2-Nov-14,,-1.86,Restaurants,US CHECKING 2,
8074,2-Nov-14,,-135.17,Credit Card Payment,US CHECKING 2,
8075,3-Nov-14,,-1,Gift,CAD CHECKING,
8076,3-Nov-14,,-41.4,Alcohol & Bars,US CREDIT CARD,
8077,3-Nov-14,,-6.89,Restaurants,US CREDIT CARD,
8078,3-Nov-14,,-2.73,Fast Food,US CREDIT CARD,
8079,3-Nov-14,,-422.5,Check,US CHECKING 2,
8080,3-Nov-14,,-63.22,Transfer,US CREDIT CARD 2,
8081,3-Nov-14,,-22.2,Arts,US CHECKING 2,
8082,4-Nov-14,,-190,Gift,CAD CHECKING,
8083,4-Nov-14,,-3626,Mortgage & Rent,US CHECKING,
8084,4-Nov-14,,-7.19,Coffee Shops,US CREDIT CARD,
8085,4-Nov-14,,-14.41,Coffee Shops,US CREDIT CARD,
8086,4-Nov-14,,-31.55,Television,US CHECKING,
8087,4-Nov-14,,-9.1,Restaurants,US CREDIT CARD,
8088,4-Nov-14,,-63.45,Restaurants,US CREDIT CARD,
8089,4-Nov-14,,-5.11,Groceries,US CREDIT CARD,
8090,4-Nov-14,,-5.53,Restaurants,US CHECKING 2,
8091,4-Nov-14,,-3.91,Pharmacy,US CHECKING 2,
8092,5-Nov-14,,-3.6,Mortgage & Rent,US CHECKING,
8093,5-Nov-14,,-17.68,Groceries,US CREDIT CARD,
8094,5-Nov-14,,-15.39,Restaurants,US CREDIT CARD,
8095,5-Nov-14,,-3.37,Fast Food,US CHECKING 2,
8096,5-Nov-14,,-3.84,Coffee Shops,US CHECKING 2,
8097,5-Nov-14,,5.6,Fees & Charges,US CREDIT CARD 2,
8098,6-Nov-14,,-5.78,Fast Food,US CREDIT CARD,
8099,7-Nov-14,,-59.85,Alcohol & Bars,US CREDIT CARD,
8100,7-Nov-14,,-19.39,Coffee Shops,US CREDIT CARD,
8101,7-Nov-14,,-2.32,Alcohol & Bars,US CREDIT CARD,
8102,7-Nov-14,,-43.66,Groceries,US CHECKING 2,
8103,8-Nov-14,,-1.86,Alcohol & Bars,US CHECKING,
8104,8-Nov-14,,-2.3,Parking,US CHECKING 2,
8105,9-Nov-14,,-7.61,Fast Food,US CREDIT CARD,
8106,9-Nov-14,,-16.65,Groceries,US CREDIT CARD,
8107,9-Nov-14,,-5.64,Fast Food,US CREDIT CARD,
8108,9-Nov-14,,-51.03,Alcohol & Bars,US CHECKING,
8109,9-Nov-14,,-7.06,Coffee Shops,US CHECKING,
8110,9-Nov-14,,-6.3,Uncategorized,US CHECKING 2,
8111,9-Nov-14,,-14.15,Shopping,US CHECKING 2,
8112,10-Nov-14,,1860,Transfer,US CHECKING,
8113,10-Nov-14,,-214.91,Vacation,US CREDIT CARD,
8114,10-Nov-14,,-23.73,Fast Food,US CREDIT CARD,
8115,10-Nov-14,,-24.19,Shopping,US CHECKING 2,
8116,10-Nov-14,,-54,Restaurants,US CHECKING 2,
8117,11-Nov-14,,-990,Security Deposit,US CHECKING,
8118,11-Nov-14,,-3.1,Pharmacy,US CREDIT CARD,
8119,11-Nov-14,,-30.59,Alcohol & Bars,US CREDIT CARD,
8120,11-Nov-14,,-230.28,Mortgage & Rent,US CHECKING,
8121,11-Nov-14,,-5.92,Groceries,US CREDIT CARD,
8122,11-Nov-14,,-2.91,Alcohol & Bars,US CHECKING,
8123,12-Nov-14,,-2015.76,Mortgage & Rent,US CHECKING,
8124,12-Nov-14,,-8.15,Coffee Shops,US CREDIT CARD,
8125,12-Nov-14,,-2760,Transfer,US SAVINGS,
8126,12-Nov-14,,-9.31,Coffee Shops,US CREDIT CARD,
8127,13-Nov-14,,-9.46,Clothing,US CHECKING 2,
8128,13-Nov-14,,653.45,Income,US CHECKING 2,
8129,13-Nov-14,,-5.65,Pharmacy,US CHECKING 2,
8130,14-Nov-14,,-7.71,Groceries,US CREDIT CARD,
8131,14-Nov-14,,-13.2,Movies & DVDs,US CREDIT CARD,
8132,14-Nov-14,,-154.25,Entertainment,US CREDIT CARD,
8133,14-Nov-14,,-6.48,Groceries,US CREDIT CARD,
8134,14-Nov-14,,3777.71,Paycheck,US CHECKING,
8135,15-Nov-14,,-84,Mortgage & Rent,US CHECKING,
8136,15-Nov-14,,1744.24,Credit Card Payment,US CREDIT CARD,
8137,15-Nov-14,,-10.28,Coffee Shops,US CREDIT CARD,
8138,15-Nov-14,,-43.91,Groceries,US CHECKING 2,
8139,16-Nov-14,,-17.14,Fast Food,US CREDIT CARD,
8140,16-Nov-14,,-9.01,Fast Food,US CREDIT CARD,
8141,17-Nov-14,,-17.52,Alcohol & Bars,US CREDIT CARD,
8142,17-Nov-14,,-1846.84,Credit Card Payment,US CHECKING,
8143,17-Nov-14,,-28.51,Shopping,US CREDIT CARD,
8144,17-Nov-14,,-1.96,Fast Food,US CREDIT CARD,
8145,17-Nov-14,,-42.7,Alcohol & Bars,US CREDIT CARD,
8146,17-Nov-14,,-50.05,Shopping,US CHECKING 2,
8147,18-Nov-14,,-3660.8,Broker Fee,US CREDIT CARD,
8148,18-Nov-14,,-14.33,Gas & Fuel,US CREDIT CARD 2,
8149,19-Nov-14,,-3.92,Fast Food,US CREDIT CARD,
8150,19-Nov-14,,-7.44,Coffee Shops,US CREDIT CARD,
8151,19-Nov-14,,-87.48,Auto & Transport,US CREDIT CARD,
8152,19-Nov-14,,-4,Entertainment,US CREDIT CARD,
8153,19-Nov-14,,-72.38,Shopping,US CHECKING 2,
8154,20-Nov-14,,-35.36,Alcohol & Bars,US CREDIT CARD,
8155,20-Nov-14,,-42.19,Groceries,US CREDIT CARD 2,
8156,21-Nov-14,,-0.78,Fast Food,US CREDIT CARD,
8157,21-Nov-14,,-15.82,Groceries,US CREDIT CARD 2,
8158,21-Nov-14,,-17.17,Groceries,US CREDIT CARD 2,
8159,22-Nov-14,,-75.78,Mobile Phone,US CREDIT CARD,
8160,22-Nov-14,,-9.83,Coffee Shops,US CREDIT CARD,
8161,22-Nov-14,,-39.38,Groceries,US CREDIT CARD,
8162,22-Nov-14,,-50.3,Utilities,US CHECKING,
8163,22-Nov-14,,-14.4,Laundry,US CREDIT CARD,
8164,22-Nov-14,,-9.52,Alcohol & Bars,US CREDIT CARD,
8165,23-Nov-14,,-14.59,Groceries,US CREDIT CARD,
8166,23-Nov-14,,-8.61,Restaurants,US CREDIT CARD,
8167,23-Nov-14,,-8.45,Restaurants,US CREDIT CARD,
8168,23-Nov-14,,-2.07,Restaurants,US CREDIT CARD,
8169,23-Nov-14,,-9.77,Coffee Shops,US CREDIT CARD,
8170,23-Nov-14,,-15.9,Restaurants,US CREDIT CARD,
8171,23-Nov-14,,-61.6,Public Transportation,US CHECKING 2,
8172,23-Nov-14,,-47.3,Restaurants,US CHECKING 2,
8173,23-Nov-14,,-22.27,Groceries,US CHECKING 2,
8174,24-Nov-14,,-16.12,Coffee Shops,US CREDIT CARD,
8175,24-Nov-14,,-20.4,Restaurants,US CREDIT CARD,
8176,24-Nov-14,,-8.53,Fast Food,US CREDIT CARD,
8177,24-Nov-14,,-132.5,Restaurants,US CREDIT CARD,
8178,24-Nov-14,,-61.59,Gas & Fuel,US CHECKING 2,
8179,25-Nov-14,,3829.82,Paycheck,US CHECKING,
8180,25-Nov-14,,-11.52,Coffee Shops,US CREDIT CARD,
8181,25-Nov-14,,786.99,Income,US CHECKING 2,
8182,25-Nov-14,,-153.32,Rental Car & Taxi,US CREDIT CARD 2,
8183,25-Nov-14,,-20.22,Gas & Fuel,US CHECKING 2,
8184,25-Nov-14,,-27.28,Gas & Fuel,US CHECKING 2,
8185,26-Nov-14,,-20.4,Alcohol & Bars,US CREDIT CARD,
8186,27-Nov-14,,400.43,Transfer,US SAVINGS,
8187,27-Nov-14,,-29.46,Restaurants,US CREDIT CARD,
8188,28-Nov-14,,-37.18,Alcohol & Bars,US CREDIT CARD,
8189,28-Nov-14,,-18.76,Restaurants,US CREDIT CARD,
8190,28-Nov-14,,-15.01,Coffee Shops,US CREDIT CARD,
8191,28-Nov-14,,-5.33,Fast Food,US CREDIT CARD,
8192,28-Nov-14,,-15.92,Pharmacy,US CREDIT CARD,
8193,28-Nov-14,,-14.97,Shopping,US CREDIT CARD,
8194,29-Nov-14,,-7.89,Furnishings,US CREDIT CARD,
8195,29-Nov-14,,0.14,Interest Income,US SAVINGS,
8196,29-Nov-14,,-7.19,Coffee Shops,US CREDIT CARD,
8197,29-Nov-14,,-6.72,Groceries,US CHECKING 2,
8198,30-Nov-14,,-43.56,Furnishings,US CREDIT CARD,
8199,30-Nov-14,,-22.32,Restaurants,US CREDIT CARD,
8200,30-Nov-14,,-119.38,Furnishings,US CREDIT CARD,
8201,30-Nov-14,,-18.99,Furnishings,US CREDIT CARD,
8202,30-Nov-14,,-3.23,Fast Food,US CREDIT CARD,
8203,30-Nov-14,,-19.8,Restaurants,US CHECKING 2,
8204,30-Nov-14,,-44.81,Groceries,US CHECKING 2,
8205,1-Dec-14,,248.49,Transfer,US CHECKING 2,
8206,1-Dec-14,,-39.63,Furnishings,US CREDIT CARD,
8207,1-Dec-14,,-10.42,Restaurants,US CREDIT CARD,
8208,1-Dec-14,,-18.71,Furnishings,US CREDIT CARD,
8209,1-Dec-14,,-14.2,Groceries,US CREDIT CARD,
8210,1-Dec-14,,-50.28,Furnishings,US CREDIT CARD,
8211,1-Dec-14,,-4.29,Furnishings,US CREDIT CARD,
8212,1-Dec-14,,-2.75,Fast Food,US CREDIT CARD,
8213,1-Dec-14,,-34.5,Restaurants,US CREDIT CARD,
8214,1-Dec-14,,-8.04,Groceries,US CHECKING 2,
8215,2-Dec-14,,-11.83,Coffee Shops,US CREDIT CARD,
8216,2-Dec-14,,-23.14,Furnishings,US CREDIT CARD,
8217,2-Dec-14,,-17.16,Restaurants,US CREDIT CARD,
8218,2-Dec-14,,-15.87,Restaurants,US CREDIT CARD,
8219,2-Dec-14,,-98.24,Furnishings,US CREDIT CARD,
8220,2-Dec-14,,-8.08,Shopping,US CHECKING 2,
8221,2-Dec-14,,-26.65,Shopping,US CHECKING 2,
8222,2-Dec-14,,-67.89,Home Improvement,US CREDIT CARD 2,
8223,2-Dec-14,,-8.02,Coffee Shops,US CHECKING 2,
8224,3-Dec-14,,-49.56,Groceries,US CREDIT CARD,
8225,3-Dec-14,,-0.83,Home Improvement,US CREDIT CARD,
8226,4-Dec-14,,-12.76,Restaurants,US CREDIT CARD,
8227,4-Dec-14,,-29.84,Groceries,US CREDIT CARD,
8228,4-Dec-14,,-9.09,Shopping,US CHECKING 2,
8229,5-Dec-14,,-16.2,Restaurants,US CREDIT CARD,
8230,5-Dec-14,,-27.38,Groceries,US CREDIT CARD,
8231,5-Dec-14,,-21.4,Restaurants,US CREDIT CARD,
8232,5-Dec-14,,475.67,Credit Card Payment,US CREDIT CARD 2,
8233,5-Dec-14,,-39,Shopping,US CHECKING 2,
8234,5-Dec-14,,-29.24,Shopping,US CHECKING 2,
8235,6-Dec-14,,-10.31,Personal Care,US CREDIT CARD,
8236,7-Dec-14,,-32.1,Paycheck,US CREDIT CARD,
8237,7-Dec-14,,-10.29,Restaurants,US CREDIT CARD,
8238,7-Dec-14,,-22.75,Restaurants,US CREDIT CARD,
8239,7-Dec-14,,-91.52,Restaurants,US CREDIT CARD,
8240,7-Dec-14,,-8.46,Restaurants,US CREDIT CARD,
8241,7-Dec-14,,-8.25,Furnishings,US CREDIT CARD,
8242,7-Dec-14,,-142.54,Groceries,US CHECKING 2,
8243,7-Dec-14,,-3.04,Shipping,US CHECKING 2,
8244,7-Dec-14,,-2.17,ATM Fee,US CHECKING 2,
8245,7-Dec-14,,-8.74,Shopping,US CHECKING 2,
8246,7-Dec-14,,-18,Shopping,US CHECKING 2,
8247,7-Dec-14,,-336.63,Credit Card Payment,US CHECKING 2,
8248,8-Dec-14,,-45.11,Laundry,US CREDIT CARD,
8249,8-Dec-14,,-3.2,Furnishings,US CREDIT CARD,
8250,8-Dec-14,,-117.69,Furnishings,US CREDIT CARD,
8251,8-Dec-14,,1179.39,Income,US CHECKING 2,
8252,8-Dec-14,,-39.6,Cash & ATM,US CHECKING 2,
8253,8-Dec-14,,-23.32,Clothing,US CHECKING 2,
8254,8-Dec-14,,-14.01,Personal Care,US CHECKING 2,
8255,9-Dec-14,,-13.78,Alcohol & Bars,US CREDIT CARD,
8256,9-Dec-14,,-20.02,Groceries,US CREDIT CARD,
8257,9-Dec-14,,-3.89,Personal Care,US CREDIT CARD,
8258,9-Dec-14,,-30.71,Hair,US CREDIT CARD,
8259,9-Dec-14,,-32.38,Furnishings,US CREDIT CARD,
8260,9-Dec-14,,-35.67,Groceries,US CHECKING 2,
8261,10-Dec-14,,-25.5,Paycheck,US CREDIT CARD,
8262,10-Dec-14,,-25.22,Restaurants,US CREDIT CARD,
8263,10-Dec-14,,-25.14,Groceries,US CHECKING 2,
8264,10-Dec-14,,59.3,Income,US CHECKING 2,
8265,11-Dec-14,,-27.89,Alcohol & Bars,US CREDIT CARD,
8266,12-Dec-14,,-14.51,Restaurants,US CREDIT CARD,
8267,12-Dec-14,,-38.67,Clothing,US CHECKING 2,
8268,12-Dec-14,,-15.27,Personal Care,US CHECKING 2,
8269,12-Dec-14,,-3.68,Coffee Shops,US CHECKING 2,
8270,13-Dec-14,,-23.76,Furnishings,US CREDIT CARD,
8271,13-Dec-14,,-114.49,Groceries,US CREDIT CARD,
8272,13-Dec-14,,-42.24,Restaurants,US CREDIT CARD,
8273,13-Dec-14,,-273.9,Mortgage & Rent,US CHECKING 2,
8274,13-Dec-14,,-0.16,Fees & Charges,US CHECKING 2,
8275,13-Dec-14,,-9.41,Personal Care,US CHECKING 2,
8276,13-Dec-14,,-600,Transfer for Cash Spending,US CHECKING 2,
8277,14-Dec-14,,-85.32,Amusement,US CREDIT CARD,
8278,14-Dec-14,,2706.39,Credit Card Payment,US CREDIT CARD,
8279,14-Dec-14,,-86.23,Shopping,US CREDIT CARD,
8280,14-Dec-14,,-13.92,Furnishings,US CREDIT CARD,
8281,14-Dec-14,,3152.44,Paycheck,US CHECKING,
8282,14-Dec-14,,-19.08,Home Improvement,US CHECKING 2,
8283,15-Dec-14,,-29.84,Gift,US CHECKING 2,
8284,15-Dec-14,,-14.21,Restaurants,US CHECKING 2,
8285,16-Dec-14,,4072.19,Taxes,CAD CHECKING,
8286,16-Dec-14,,-134.2,Amusement,US CREDIT CARD,
8287,16-Dec-14,,-20.24,Restaurants,US CREDIT CARD,
8288,16-Dec-14,,-29.11,Groceries,US CREDIT CARD,
8289,16-Dec-14,,-9.77,Groceries,US CREDIT CARD,
8290,16-Dec-14,,-6.66,Groceries,US CREDIT CARD,
8291,16-Dec-14,,-20,Personal Care,US CHECKING 2,
8292,17-Dec-14,,-28.07,Entertainment,US CREDIT CARD,
8293,17-Dec-14,,-19.11,Entertainment,US CREDIT CARD,
8294,17-Dec-14,,-10.8,Restaurants,US CREDIT CARD,
8295,17-Dec-14,,-6834.78,Credit Card Payment,US CHECKING,
8296,18-Dec-14,,-2.15,Gift,US CHECKING 2,
8297,18-Dec-14,,177.07,Income,US CHECKING 2,
8298,19-Dec-14,,-24.93,Groceries,US CREDIT CARD 2,
8299,19-Dec-14,,-85.03,Groceries,US CREDIT CARD 2,
8300,19-Dec-14,,-19.3,Groceries,US CHECKING 2,
8301,21-Dec-14,,-22.08,Home,US CREDIT CARD,
8302,22-Dec-14,,-51,Amusement,US CREDIT CARD,
8303,22-Dec-14,,-66.82,Utilities,US CHECKING,
8304,22-Dec-14,,-74.88,Restaurants,US CREDIT CARD,
8305,22-Dec-14,,-18.26,Laundry,US CREDIT CARD,
8306,22-Dec-14,,382.32,Income,US CHECKING 2,
8307,22-Dec-14,,-35.92,Groceries,US CREDIT CARD 2,
8308,23-Dec-14,,-37.24,Mobile Phone,US CREDIT CARD,
8309,23-Dec-14,,-24.42,Alcohol & Bars,US CREDIT CARD,
8310,23-Dec-14,,-5.87,Uncategorized,US CHECKING 2,
8311,23-Dec-14,,-74.61,Clothing,US CREDIT CARD 2,
8312,24-Dec-14,,-8.2,Groceries,US CREDIT CARD,
8313,24-Dec-14,,-11.75,Utilities,US CHECKING,
8314,24-Dec-14,,-134.4,Public Transportation,US CREDIT CARD 2,
8315,24-Dec-14,,21,Income,US CHECKING 2,
8316,25-Dec-14,,-16.36,Groceries,US CREDIT CARD,
8317,25-Dec-14,,-12.13,Personal Care,US CREDIT CARD 2,
8318,26-Dec-14,,2670.5,Security Deposit,US CHECKING,
8319,27-Dec-14,,1615.3,Paycheck,US CHECKING,
8320,28-Dec-14,,0.75,Transfer,US SAVINGS,
8321,28-Dec-14,,-22.4,Alcohol & Bars,US CREDIT CARD,
8322,28-Dec-14,,-20.82,Furnishings,US CREDIT CARD,
8323,28-Dec-14,,0.03,Interest Income,US SAVINGS,
8324,28-Dec-14,,-18.98,Entertainment,US CREDIT CARD,
8325,28-Dec-14,,-21.99,Groceries,US CREDIT CARD,
8326,28-Dec-14,,-82.26,Entertainment,US CREDIT CARD,
8327,28-Dec-14,,-88.09,Auto & Transport,US CREDIT CARD 2,
8328,29-Dec-14,,-125.1,Groceries,US CREDIT CARD,
8329,29-Dec-14,,-9.23,Entertainment,US CREDIT CARD,
8330,29-Dec-14,,-10.26,Laundry,US CREDIT CARD,
8331,29-Dec-14,,-59.2,Entertainment,US CREDIT CARD,
8332,29-Dec-14,,-4.13,Pharmacy,US CREDIT CARD 2,
8333,29-Dec-14,,-41.2,Personal Care,US CREDIT CARD 2,
8334,30-Dec-14,,189,Gift Received,CAD CHECKING,
8335,30-Dec-14,,-375,Transfer,US CHECKING,
8336,30-Dec-14,,-87.32,Entertainment,US CREDIT CARD,
8337,30-Dec-14,,-10.26,Fast Food,US CREDIT CARD,
8338,30-Dec-14,,-2.19,Fast Food,US CREDIT CARD,
8339,30-Dec-14,,-17.28,Entertainment,US CREDIT CARD,
8340,30-Dec-14,,-9.14,Books,US CREDIT CARD 2,
8341,31-Dec-14,,-7.5,Entertainment,US CREDIT CARD,
8342,31-Dec-14,,-550,Transfer,US CHECKING,
8343,31-Dec-14,,-10.3,Public Transportation,US CREDIT CARD 2,
8344,31-Dec-14,,-580.03,Credit Card Payment,US CHECKING 2,
8345,1-Jan-15,,-4.56,Shopping,US CREDIT CARD,
8346,1-Jan-15,,-6.51,Shopping,US CREDIT CARD,
8347,1-Jan-15,,635,Transfer,US SAVINGS,
8348,1-Jan-15,,-10.38,Groceries,US CREDIT CARD,
8349,1-Jan-15,,512.06,Credit Card Payment,US CREDIT CARD 2,
8350,2-Jan-15,,-25.98,Clothing,US CREDIT CARD,
8351,2-Jan-15,,-16.23,Groceries,US CREDIT CARD,
8352,2-Jan-15,,-13.1,Groceries,US CREDIT CARD,
8353,2-Jan-15,,1500,Transfer,US SAVINGS,
8354,2-Jan-15,,-241.49,Hide from Budgets & Trends,US CHECKING 2,
8355,3-Jan-15,,-26.61,Furnishings,US CREDIT CARD,
8356,3-Jan-15,,-7.37,Groceries,US CREDIT CARD,
8357,3-Jan-15,,-19.61,Clothing,US CREDIT CARD 2,
8358,4-Jan-15,,-377.57,Hide from Budgets & Trends,US CREDIT CARD,
8359,4-Jan-15,,-318.2,Paycheck,US CREDIT CARD,
8360,4-Jan-15,,-8.15,Movies & DVDs,US CHECKING,
8361,4-Jan-15,,-437.91,Entertainment,US CHECKING 2,
8362,5-Jan-15,,-13.48,Furnishings,US CREDIT CARD 2,
8363,5-Jan-15,,-45.18,Groceries,US CHECKING 2,
8364,6-Jan-15,,-30.4,Alcohol & Bars,US CREDIT CARD,
8365,6-Jan-15,,-156.85,Furnishings,US CREDIT CARD,
8366,6-Jan-15,,-466.62,Air Travel,US CREDIT CARD,
8367,6-Jan-15,,-110.5,Furnishings,US CHECKING,
8368,6-Jan-15,,-96.05,Public Transportation,US CREDIT CARD 2,
8369,6-Jan-15,,-76.3,Groceries,US CREDIT CARD 2,
8370,6-Jan-15,,218.95,Hide from Budgets & Trends,US CHECKING 2,
8371,7-Jan-15,,-86.39,Furnishings,US CREDIT CARD,
8372,7-Jan-15,,-41.04,Laundry,US CREDIT CARD,
8373,8-Jan-15,,-2574,Mortgage & Rent,US CHECKING,
8374,8-Jan-15,,58.64,Public Transportation,US CREDIT CARD 2,
8375,8-Jan-15,,808.51,Income,US CHECKING 2,
8376,9-Jan-15,,-40.12,Restaurants,US CREDIT CARD,
8377,9-Jan-15,,-35.84,Alcohol & Bars,US CREDIT CARD,
8378,9-Jan-15,,-2.57,Coffee Shops,US CREDIT CARD,
8379,10-Jan-15,,-23.29,Furnishings,US CREDIT CARD,
8380,10-Jan-15,,-10,Restaurants,US CREDIT CARD,
8381,10-Jan-15,,-44,Cash & ATM,US CHECKING 2,
8382,10-Jan-15,,-11.72,Groceries,US CREDIT CARD 2,
8383,10-Jan-15,,-0.39,Fees & Charges,US CHECKING 2,
8384,11-Jan-15,,-21.73,Groceries,US CREDIT CARD,
8385,11-Jan-15,,-9.58,Home,US CREDIT CARD 2,
8386,11-Jan-15,,-42.99,Personal Care,US CREDIT CARD 2,
8387,12-Jan-15,,-0.8,Gift,CAD CHECKING,
8388,12-Jan-15,,-17.34,Restaurants,US CREDIT CARD,
8389,12-Jan-15,,-8.73,Groceries,US CREDIT CARD 2,
8390,12-Jan-15,,-1.73,ATM Fee,US CHECKING 2,
8391,12-Jan-15,,-46.56,Hair,US CREDIT CARD 2,
8392,12-Jan-15,,-25.58,Groceries,US CREDIT CARD 2,
8393,13-Jan-15,,-34.56,Alcohol & Bars,US CREDIT CARD,
8394,13-Jan-15,,-13.1,Shopping,US CREDIT CARD,
8395,13-Jan-15,,108.07,Income,US CHECKING 2,
8396,14-Jan-15,,-61,Gift,CAD CHECKING,
8397,14-Jan-15,,-3409.95,Credit Card Payment,US CHECKING,
8398,14-Jan-15,,-11.14,Restaurants,US CREDIT CARD,
8399,14-Jan-15,,-104.14,Groceries,US CREDIT CARD,
8400,14-Jan-15,,-26.62,Home,US CREDIT CARD 2,
8401,14-Jan-15,,-12.76,Hide from Budgets & Trends,US CHECKING 2,
8402,15-Jan-15,,-21.71,Alcohol & Bars,US CREDIT CARD,
8403,15-Jan-15,,2865.84,Paycheck,US CHECKING,
8404,16-Jan-15,,-172.5,Restaurants,US CREDIT CARD,
8405,16-Jan-15,,1449.9,Credit Card Payment,US CREDIT CARD,
8406,17-Jan-15,,-117,Alcohol & Bars,US CREDIT CARD,
8407,17-Jan-15,,-12.72,Alcohol & Bars,US CREDIT CARD,
8408,19-Jan-15,,-8.63,Utilities,US CHECKING,
8409,19-Jan-15,,426,Hide from Budgets & Trends,US CHECKING 2,
8410,19-Jan-15,,-8.08,Books,US CREDIT CARD 2,
8411,20-Jan-15,,-33.3,Alcohol & Bars,US CREDIT CARD,
8412,20-Jan-15,,-140.71,Restaurants,US CREDIT CARD,
8413,20-Jan-15,,-5.32,Groceries,US CHECKING 2,
8414,20-Jan-15,,-459.52,Check,US CHECKING 2,
8415,20-Jan-15,,-336,Check,US CHECKING 2,
8416,20-Jan-15,,325.59,Income,US CHECKING 2,
8417,20-Jan-15,,-46.52,Groceries,US CHECKING 2,
8418,20-Jan-15,,-3.93,Pharmacy,US CHECKING 2,
8419,20-Jan-15,,-70.93,Groceries,US CREDIT CARD 2,
8420,21-Jan-15,,524.14,Hide from Budgets & Trends,US CHECKING,
8421,21-Jan-15,,-33.1,Groceries,US CHECKING 2,
8422,22-Jan-15,,-26.15,Hair,US CREDIT CARD,
8423,22-Jan-15,,-0.72,Fees & Charges,US CHECKING 2,
8424,22-Jan-15,,365.44,Income,US CHECKING 2,
8425,23-Jan-15,,-89.5,Mobile Phone,US CREDIT CARD,
8426,23-Jan-15,,2600,Hide from Budgets & Trends,US CHECKING 2,
8427,24-Jan-15,,-25.61,Groceries,US CREDIT CARD,
8428,24-Jan-15,,-9.93,Alcohol & Bars,US CREDIT CARD,
8429,24-Jan-15,,-14.37,Alcohol & Bars,US CREDIT CARD,
8430,24-Jan-15,,-20.4,Groceries,US CHECKING 2,
8431,25-Jan-15,,-34.28,Furnishings,US CREDIT CARD,
8432,25-Jan-15,,-38.77,Clothing,US CHECKING 2,
8433,25-Jan-15,,-57.98,Gift,US CHECKING 2,
8434,26-Jan-15,,-152.1,Groceries,US CREDIT CARD,
8435,26-Jan-15,,-40.13,Laundry,US CREDIT CARD,
8436,26-Jan-15,,-0.55,Fees & Charges,US CHECKING 2,
8437,26-Jan-15,,-25.45,Groceries,US CHECKING 2,
8438,26-Jan-15,,-12.95,Gift,US CHECKING 2,
8439,27-Jan-15,,-40.29,Clothing,US CREDIT CARD,
8440,27-Jan-15,,-23.03,Pharmacy,US CREDIT CARD,
